,listing code,brand,model,reference number,dealer product code,movement,case material,bracelet material,year of production,condition,scope of delivery,gender,location,price,url
12,bbmdm3,roger dubuis,velvet,rddbve0073,rddbve0073,automatic,rose gold,crocodile skin,2021,"new 
                     (brand new; without any signs of wear)",original box; original papers,women's watch,united kingdom; london,35523,https://www.chrono24.com/rogerdubuis/roger-dubuis-velvet-36mm--id19017994.htm
13,by7cc4,roger dubuis,pulsion,rddbpu0004,w142441,automatic,titanium,<blank>,unknown,"new 
                     (brand new; without any signs of wear)",original box; original papers,<blank>,japan; fukuoka chuo-ku; fukuoka,35437,https://www.chrono24.com/rogerdubuis/-roger-dubuis---rddbpu0004------id20071596.htm
14,by7zp9,roger dubuis,pulsion,rddbpu0004,w148812,automatic,titanium,<blank>,unknown,"new 
                     (brand new; without any signs of wear)",original box; original papers,<blank>,japan; fukuoka chuo-ku; fukuoka,35437,https://www.chrono24.com/rogerdubuis/-roger-dubuis---rddbpu0004------id20072437.htm
15,cubwv8,roger dubuis,pulsion,rddbpu0005,w142439,automatic,titanium,<blank>,unknown,"new 
                     (brand new; without any signs of wear)",original box; original papers,<blank>,japan; fukuoka chuo-ku; fukuoka,35437,https://www.chrono24.com/rogerdubuis/-roger-dubuis----rddbpu0005------id21570511.htm
16,cubyb7,roger dubuis,pulsion,rddbpu0005,w148805,automatic,titanium,<blank>,unknown,"new 
                     (brand new; without any signs of wear)",original box; original papers,<blank>,japan; fukuoka chuo-ku; fukuoka,35437,https://www.chrono24.com/rogerdubuis/-roger-dubuis----rddbpu0005------id21570563.htm
17,by7ce8,roger dubuis,pulsion,rddbpu0004,w142440,automatic,titanium,<blank>,unknown,"new 
                     (brand new; without any signs of wear)",original box; original papers,<blank>,japan; fukuoka chuo-ku; fukuoka,35437,https://www.chrono24.com/rogerdubuis/-roger-dubuis---rddbpu0004------id20071598.htm
18,by7tu6,roger dubuis,pulsion,rddbpu0004,w148769,automatic,titanium,<blank>,unknown,"new 
                     (brand new; without any signs of wear)",original box; original papers,<blank>,japan; fukuoka chuo-ku; fukuoka,35437,https://www.chrono24.com/rogerdubuis/-roger-dubuis---rddbpu0004------id20072226.htm
19,by7tt4,roger dubuis,pulsion,rddbpu0005,w148768,automatic,steel,<blank>,unknown,"new 
                     (brand new; without any signs of wear)",original box; original papers,<blank>,japan; fukuoka chuo-ku; fukuoka,35437,https://www.chrono24.com/rogerdubuis/-roger-dubuis----rddbpu0005------id20072225.htm
20,1r7836,roger dubuis,much more,<blank>,1511,automatic,white gold,leather,unknown,"very good 
                     (worn with little to no signs of wear)",no original box; no original papers,men's watch/unisex,united states of america; washington; seattle,35200,https://www.chrono24.com/rogerdubuis/much-more-m34-perpetual-calendar-moon-phase-gents-automa--id2948691.htm
21,ce87i4,roger dubuis,excalibur,ex45-1448-50-00/0rr00/b,66489,manual winding,rose gold,crocodile skin,unknown,"very good 
                     (worn with little to no signs of wear)",original box; no original papers,men's watch/unisex,united states of america; florida; north miami beach,35008,https://www.chrono24.com/rogerdubuis/excalibur-triple-time-zone-18k-rose-gold-mens-watch-preowned-ex45-1448-50-000rr00b--id20819214.htm
22,cuf0a3,roger dubuis,golden square,g40 030 gn1g.7a,200979,automatic,white gold,crocodile skin,unknown,"good 
                     (light signs of wear or scratches)",no original box; no original papers,men's watch/unisex,united states of america; pennsylvania; southampton,34995,https://www.chrono24.com/rogerdubuis/roger-dubuis-goldensquare-white-gold-tourbillon-watch-g40-030-gn1g7a--id21574522.htm
23,c3vug4,roger dubuis,excalibur,rddbex0749,9184,automatic,titanium,leather,2019,"new 
                     (brand new; without any signs of wear)",original box; original papers,<blank>,monaco; monaco,34941,https://www.chrono24.com/rogerdubuis/excalibur-spider-huracan-titanium---rddbex0749--id20336632.htm
24,cu53p0,roger dubuis,much more,m34,ow503659,automatic,rose gold,crocodile skin,2003,"very good 
                     (worn with little to no signs of wear)",original box; original papers,<blank>,united kingdom; london,34042,https://www.chrono24.com/rogerdubuis/much-more-perpetual-calendar-m34--id21561685.htm
25,1r7at3,roger dubuis,much more,<blank>,3266,automatic,white gold,leather,unknown,"very good 
                     (worn with little to no signs of wear)",no original box; no original papers,men's watch/unisex,united states of america; washington; seattle,34000,https://www.chrono24.com/rogerdubuis/much-more-m34-perpetual-calendar-moon-phase--id2948789.htm
26,c9ui14,roger dubuis,hommage,h37 57 0 b53.4,37465,automatic,white gold,crocodile skin,unknown,<blank>,no original box; no original papers,men's watch/unisex,united states of america; massachusetts; boston,33900,https://www.chrono24.com/rogerdubuis/hommage-h37-two-tone-sector-dial-18k-white-gold-chronometre-rare--id20614825.htm
27,29j9l4,roger dubuis,easy diver,rddbse0254,<blank>,automatic,steel,rubber,unknown,"new 
                     (brand new; without any signs of wear)",original box; original papers,men's watch/unisex,united kingdom; london,33368,https://www.chrono24.com/rogerdubuis/roger-dubuis-easy-diver-chronograph-limited-edition--id3804105.htm
28,4duu10,roger dubuis,golden square,1185f-1130m-63,rdu007,automatic,white gold,leather,unknown,"very good 
                     (worn with little to no signs of wear)",original box; original papers,men's watch/unisex,united states of america; california; los angeles,32700,https://www.chrono24.com/rogerdubuis/goldensquare-geneve-triple-retrograde-1185f-1130m-63--id7364953.htm
29,by5qj2,roger dubuis,la monégasque,rddbmg0006,w145825,automatic,red gold,<blank>,unknown,"good 
                     (light signs of wear or scratches)",original box; original papers,<blank>,japan; fukuoka chuo-ku; fukuoka,32542,https://www.chrono24.com/rogerdubuis/-roger-dubuis---rddbmg0006------id20069515.htm
30,by66v0,roger dubuis,la monégasque,rddbmg0011,w146410,automatic,rose gold,<blank>,unknown,"good 
                     (light signs of wear or scratches)",original box; no original papers,<blank>,japan; fukuoka chuo-ku; fukuoka,32542,https://www.chrono24.com/rogerdubuis/-roger-dubuis---rddbmg0011------id20070103.htm
31,53tt87,roger dubuis,la monégasque,rddbmg0006,6255,automatic,rose gold,crocodile skin,2017,"unworn 
                     (mint condition; without signs of wear)",original box; original papers,men's watch/unisex,united states of america; florida; boca raton,32500,https://www.chrono24.com/rogerdubuis/roger-dubuis-la-monegasque-perpetual-calendar-rose-gold--id8576684.htm
32,9gg679,roger dubuis,velvet,rddbve0008,sr1226,automatic,rose gold,rose gold,unknown,"new 
                     (brand new; without any signs of wear)",original box; original papers,women's watch,united states of america; california; newport beach,32350,https://www.chrono24.com/rogerdubuis/velvet-rddbve0008--id15883999.htm
33,29ce45,roger dubuis,excalibur,rddbex0275,<blank>,automatic,rose gold,crocodile skin,unknown,"new 
                     (brand new; without any signs of wear)",original box; original papers,women's watch,united kingdom; london,32052,https://www.chrono24.com/rogerdubuis/roger-dubuis-excalibur-36-automatic--id3795196.htm
34,8ghrk9,roger dubuis,<blank>,<blank>,<blank>,manual winding,titanium,leather,unknown,"very good 
                     (worn with little to no signs of wear)",original box; original papers,men's watch/unisex,united states of america; california; beverly hills,31800,https://www.chrono24.com/rogerdubuis/roger-dubuis-g40-02sq7v379--id14206448.htm
35,cubqy4,roger dubuis,<blank>,se48,w213118,manual winding,gold/steel,<blank>,unknown,"good 
                     (light signs of wear or scratches)",no original box; no original papers,<blank>,japan; fukuoka chuo-ku; fukuoka,31725,https://www.chrono24.com/rogerdubuis/-roger-dubuis---280-se48------id21570298.htm
36,9udcs8,roger dubuis,excalibur,rddbex0566,<blank>,automatic,rose gold,crocodile skin,2020,"new 
                     (brand new; without any signs of wear)",original box; original papers,men's watch/unisex,hong kong; hong kong,31447,https://www.chrono24.com/rogerdubuis/roger-dubuis-excalibur--id16533532.htm
37,2osxv9,roger dubuis,sympathie,s37.57.5,<blank>,automatic,steel,calf skin,2000 (approximation),"very good 
                     (worn with little to no signs of wear)",no original box; no original papers,men's watch/unisex,hong kong; see my profile for more details,31286,https://www.chrono24.com/rogerdubuis/roger-dubuis-sympathie-37-geneva-hallmark-chronometer-s37575-rose-gold--id4516483.htm
38,3on011,roger dubuis,easy diver,sed4614c5n,sed4614c5n,automatic,rose gold,crocodile skin,unknown,"new 
                     (brand new; without any signs of wear)",original box; no original papers,men's watch/unisex,united states of america; new york; brooklyn,30800,https://www.chrono24.com/rogerdubuis/easy-diver-sed4614c5n--id6188401.htm
39,29inu7,roger dubuis,hommage,rddbho0565,<blank>,automatic,rose gold,crocodile skin,unknown,"new 
                     (brand new; without any signs of wear)",original box; original papers,men's watch/unisex,united kingdom; london,30340,https://www.chrono24.com/rogerdubuis/roger-dubuis-hommage-automatic-in-pink-gold--id3803322.htm
40,cuk8y7,roger dubuis,velvet,rddbve0007,<blank>,automatic,white gold,<blank>,2021,"new 
                     (brand new; without any signs of wear)",original box; original papers,women's watch,united states of america; florida; miami,30310,https://www.chrono24.com/rogerdubuis/roger-dubuis-roger-dubuis-velvet-white-gold-rddbve0007--id21581314.htm
41,64xpw6,roger dubuis,hommage,h40-5799-sd,<blank>,automatic,white gold,leather,unknown,"unworn 
                     (mint condition; without signs of wear)",original box; original papers,men's watch/unisex,south korea; seoul,30189,https://www.chrono24.com/rogerdubuis/hommage-triple-retrograde--id10308020.htm
42,buxg76,roger dubuis,<blank>,t26860,135098,quartz,steel,crocodile skin,unknown,"very good 
                     (worn with little to no signs of wear)",no original box; no original papers,<blank>,united states of america; california; los angeles,30000,https://www.chrono24.com/rogerdubuis/too-much-ladies--id19918807.htm
43,c6qpg5,roger dubuis,much more,m32 28 0 3.73,rdu085,manual winding,white gold,white gold,2008 (approximation),"very good 
                     (worn with little to no signs of wear)",original box; original papers,men's watch/unisex,united states of america; california; los angeles,29700,https://www.chrono24.com/rogerdubuis/roger-dubuis-much-more-monopusher-m32-28-0-373-18k-white-gold-ltd-w-white-gold-link-bracelet--id20469940.htm
44,cubya5,roger dubuis,excalibur,rddbex0451,w148804,automatic,steel,<blank>,unknown,"new 
                     (brand new; without any signs of wear)",original box; original papers,<blank>,japan; fukuoka chuo-ku; fukuoka,29680,https://www.chrono24.com/rogerdubuis/-roger-dubuis-----rddbex0451------id21570562.htm
45,cubpz5,roger dubuis,excalibur,rddbex0451,w136166,automatic,steel,<blank>,unknown,"new 
                     (brand new; without any signs of wear)",original box; original papers,<blank>,japan; fukuoka chuo-ku; fukuoka,29680,https://www.chrono24.com/rogerdubuis/-roger-dubuis-----rddbex0451------id21570263.htm
46,by7jf4,roger dubuis,excalibur,rddbex0451,w148638,automatic,steel,<blank>,unknown,"new 
                     (brand new; without any signs of wear)",original box; original papers,<blank>,japan; fukuoka chuo-ku; fukuoka,29680,https://www.chrono24.com/rogerdubuis/-roger-dubuis-----rddbex0451------id20071851.htm
47,by5ch7,roger dubuis,excalibur,dbex0451,w137204,automatic,steel,<blank>,unknown,"new 
                     (brand new; without any signs of wear)",original box; original papers,<blank>,japan; fukuoka chuo-ku; fukuoka,29680,https://www.chrono24.com/rogerdubuis/-roger-dubuis---dbex0451------id20069009.htm
48,cubqb2,roger dubuis,excalibur,rddbex0451,w138897,automatic,steel,<blank>,unknown,"new 
                     (brand new; without any signs of wear)",original box; original papers,<blank>,japan; fukuoka chuo-ku; fukuoka,29680,https://www.chrono24.com/rogerdubuis/-roger-dubuis-----rddbex0451------id21570275.htm
49,by61d5,roger dubuis,excalibur,dbex0789,w201668,automatic,red gold,<blank>,unknown,"new 
                     (brand new; without any signs of wear)",original box; original papers,<blank>,japan; fukuoka chuo-ku; fukuoka,29680,https://www.chrono24.com/rogerdubuis/-roger-dubuis--dbex0789------id20069905.htm
50,7rf202,roger dubuis,kingsquare,rddbks0032,sr0267,automatic,rose gold,leather,unknown,"new 
                     (brand new; without any signs of wear)",original box; original papers,men's watch/unisex,united states of america; california; newport beach,29500,https://www.chrono24.com/rogerdubuis/kingsquare-ks40-chronograph-rddbks0032--id13036536.htm
51,ccmgz1,roger dubuis,la monégasque,rddbmg0004,<blank>,automatic,rose gold,crocodile skin,unknown,"new 
                     (brand new; without any signs of wear)",original box; original papers,men's watch/unisex,hong kong; central,29340,https://www.chrono24.com/rogerdubuis/roger-dubuis-la-monegasque--id20744387.htm
52,8jt4k9,roger dubuis,kingsquare,rddbks0042,<blank>,automatic,rose gold,satin,unknown,"new 
                     (brand new; without any signs of wear)",original box; original papers,women's watch,united kingdom; london,29280,https://www.chrono24.com/rogerdubuis/roger-dubuis-historical-kingsquare--id14361140.htm
53,by5ra5,roger dubuis,excalibur,rddbex0390,w145805,automatic,red gold,<blank>,unknown,"good 
                     (light signs of wear or scratches)",original box; original papers,<blank>,japan; fukuoka chuo-ku; fukuoka,29272,https://www.chrono24.com/rogerdubuis/-roger-dubuis--42---rddbex0390------id20069542.htm
54,7q4506,roger dubuis,golden square,g34 21 5-sdc dgcnb.61,900023,automatic,rose gold,leather,2007,"very good 
                     (worn with little to no signs of wear)",original box; original papers,<blank>,france; paris,29001,https://www.chrono24.com/rogerdubuis/golden-square--id12975732.htm
